shape,width_mm,depth_mm,height_mm,standoff_mm,total_depth_mm,length_mm,shadow_x_mm,shadow_y_mm,source_height_mm,declared_cut_mm,blur_mm,visible_artwork_percent,score
Rectangle,100,80,26,30,56,300,0,-75.0,50,0.5495,0.9843,22.26,0.013329641009236748
Rectangle,80,80,30,30,60,300,75.0,0,54,0.5911,0.9843,21.13,0.013205963665086888
Cylinder,60,60,60,30,90,300,0,75.0,84,0.6968,1.4073,23.7,0.013164823591363877
Rectangle,60,60,60,30,90,300,0,75.0,84,0.6528,1.4073,23.7,0.013164823591363877
Rectangle,80,100,44,20,64,300,0,0,58,1.3701,0.5896,24.64,0.012915677002738712
Cylinder,80,80,44,30,74,300,0,0,68,1.7222,0.5896,24.9,0.012618883694120661
Cylinder,100,100,36,30,66,300,-75.0,0,60,0.8532,0.7376,27.73,0.012602326583369237
Rectangle,80,100,26,20,46,300,75.0,0,40,0.4433,0.9843,17.28,0.012598904545592392
Rectangle,100,80,26,20,46,300,75.0,0,40,0.4433,0.9843,17.16,0.012512512057279757
Rectangle,80,100,60,30,90,300,75.0,0,84,0.8859,0.9843,33.53,0.012496193476154039
Rectangle,100,80,60,30,90,300,75.0,0,84,0.8859,0.9843,33.53,0.012496193476154039
Rectangle,80,100,60,20,80,300,0,75.0,74,0.7913,0.9843,29.8,0.012493433716110718
Rectangle,100,80,60,20,80,300,0,75.0,74,0.7913,0.9843,29.8,0.012493433716110718
Rectangle,100,80,36,30,66,300,75.0,0,60,0.6526,0.9843,24.43,0.012413902449407762
Rectangle,80,100,36,20,56,300,0,0,50,1.2013,0.5896,20.7,0.012395265108855467
Cylinder,80,80,36,30,66,300,0,0,60,1.5196,0.5896,21.78,0.012375682177222463
Cylinder,100,100,60,30,90,300,-75.0,0,84,1.1944,0.7376,36.99,0.012328857293312269
Rectangle,100,80,26,20,46,300,-75.0,0,40,0.4433,0.9843,16.88,0.01231092958455028
Cylinder,100,100,30,20,50,300,0,75.0,44,0.6257,0.7376,20.48,0.012286729857819905
Rectangle,100,80,36,30,66,300,-75.0,0,60,0.6526,0.9843,24.15,0.012273405574475095
Cylinder,100,100,44,20,64,300,0,0,58,1.8555,0.4251,25.77,0.01207975414691943
Rectangle,80,100,44,30,74,300,0,75.0,68,0.7328,0.9843,26.6,0.012056421983845494
Cylinder,100,100,26,30,56,450,0,0,50,1.0664,0.7376,14.93,0.011996445497630332
Cylinder,100,100,36,30,66,300,75.0,0,60,0.8532,0.7376,26.38,0.011991957489587823
Cylinder,100,100,60,10,70,300,0,0,64,2.0474,0.4251,27.88,0.011949898442789438
Rectangle,80,80,44,30,74,300,0,0,68,1.5686,0.5896,23.54,0.011928397591904703
Rectangle,80,80,36,30,66,300,0,0,60,1.4109,0.5896,20.75,0.011792241131696109
Rectangle,60,80,30,30,60,300,0,0,54,0.9482,0.8716,16.33,0.011785857835204888
Rectangle,80,80,26,20,46,300,0,0,40,0.9789,0.5896,14.45,0.011783948073356686
Cylinder,80,80,22,20,42,300,0,75.0,36,0.4053,0.9843,13.17,0.011760183931392464
Rectangle,60,80,60,20,80,300,0,0,74,1.2385,0.8716,21.54,0.011661158613852963
Rectangle,80,60,60,20,80,300,0,0,74,1.2385,0.8716,21.54,0.011661158613852963
Rectangle,80,80,30,30,60,300,0,75.0,54,0.5911,0.9843,18.36,0.01147808056872038
Rectangle,60,80,60,30,90,300,0,75.0,84,0.6528,1.4073,23.7,0.011401071666461803
Rectangle,80,60,60,30,90,300,0,75.0,84,0.6528,1.4073,23.7,0.011401071666461803
Cylinder,80,80,26,30,56,300,-75.0,0,50,0.5629,0.9843,17.02,0.011398738997968855
Rectangle,80,100,30,30,60,300,0,-75.0,54,0.5911,0.9843,20.38,0.011392289458825942
Rectangle,80,80,22,30,52,450,0,0,46,0.7609,0.9844,10.35,0.01119326467371491
Cylinder,100,100,60,30,90,300,75.0,0,84,1.1944,0.7376,33.53,0.01117693522906793
Cylinder,100,100,60,20,80,300,0,75.0,74,1.0522,0.7376,29.8,0.01117446682464455
Cylinder,100,100,26,20,46,300,-75.0,0,40,0.5688,0.7376,17.02,0.01110138058932619
Cylinder,80,80,26,30,56,300,75.0,0,50,0.5629,0.9843,16.57,0.011094596310088016
Cylinder,100,100,44,30,74,300,0,75.0,68,0.9669,0.7376,27.03,0.010959715639810429
Rectangle,100,80,30,20,50,300,0,0,44,1.0693,0.5896,16.23,0.01088890922692433
Cylinder,100,100,30,30,60,300,0,-75.0,54,0.7679,0.7376,21.72,0.010860979462875198
Cylinder,100,100,26,20,46,300,75.0,0,40,0.5688,0.7376,16.57,0.010805172058520503
Cylinder,100,100,36,20,56,300,0,0,50,1.5995,0.4251,20.04,0.010737559241706161
Rectangle,80,60,26,30,56,300,0,0,50,0.8852,0.8716,13.82,0.01068850468730794
Cylinder,100,100,22,30,52,450,-112.5,0,46,0.4361,1.2064,12.3,0.010646418155304411
Cylinder,100,100,22,30,52,450,112.5,0,46,0.4361,1.2064,12.18,0.010543884433102443
Cylinder,100,100,22,10,32,300,0,0,26,0.8318,0.4251,11.0,0.010311759478672985
Cylinder,80,80,60,20,80,300,0,0,74,1.8741,0.5896,21.54,0.010098859597156399
Rectangle,80,80,60,20,80,300,0,0,74,1.6808,0.5896,21.54,0.010098859597156399
Rectangle,80,100,30,20,50,300,0,0,44,1.0693,0.5896,15.05,0.0100940983344481
Rectangle,100,80,30,30,60,300,0,75.0,54,0.5911,0.9843,18.01,0.010067604638032229
Rectangle,100,80,44,30,74,300,0,0,68,1.5686,0.5896,22.12,0.010024641887087567
Rectangle,80,100,22,20,42,300,0,-75.0,36,0.4002,0.9843,12.48,0.00996667627073366
Cylinder,80,80,60,30,90,300,0,75.0,84,0.9456,0.9843,23.7,0.009873617693522909
Rectangle,80,80,60,30,90,300,0,75.0,84,0.8859,0.9843,23.7,0.009873617693522909
Rectangle,80,100,36,30,66,300,0,75.0,60,0.6526,0.9843,19.19,0.009754497316753716
Rectangle,100,80,22,30,52,450,0,0,46,0.7609,0.9844,9.95,0.009629439658846614
Rectangle,60,80,26,30,56,300,0,75.0,50,0.4049,1.4073,12.34,0.009543307756524946
Rectangle,80,100,60,20,80,300,0,0,74,1.6808,0.5896,21.54,0.00903269462178714
Rectangle,100,80,60,20,80,300,0,0,74,1.6808,0.5896,21.54,0.00903269462178714
Rectangle,80,100,44,30,74,300,0,0,68,1.5686,0.5896,19.89,0.00901322712526534
Cylinder,60,60,60,30,90,300,0,0,84,1.5676,0.8716,16.19,0.008995962787431982
Rectangle,60,60,60,30,90,300,0,0,84,1.3677,0.8716,16.19,0.008995962787431982
Cylinder,100,100,22,20,42,300,0,-75.0,36,0.5119,0.7376,12.58,0.008984992101105847
Rectangle,80,80,22,20,42,300,75.0,0,36,0.4002,0.9843,9.89,0.0088333615436696
Rectangle,80,100,60,30,90,300,0,75.0,84,0.8859,0.9843,23.7,0.008831232138624762
Rectangle,100,80,60,30,90,300,0,75.0,84,0.8859,0.9843,23.7,0.008831232138624762
Rectangle,60,80,22,20,42,300,0,0,36,0.6533,0.8716,8.53,0.008795112428413392
Cylinder,80,80,30,30,60,300,0,0,54,1.3676,0.5896,14.06,0.008787519747235387
Cylinder,100,100,36,30,66,300,0,75.0,60,0.8532,0.7376,19.14,0.00869775958638518
Rectangle,100,80,26,20,46,300,0,0,40,0.9789,0.5896,11.81,0.008610451335159143
Cylinder,80,80,26,30,56,300,0,75.0,50,0.5629,0.9843,12.78,0.00855566604603927
Rectangle,80,80,22,20,42,300,-75.0,0,36,0.4002,0.9843,9.48,0.008463100880162491
Cylinder,80,80,22,30,52,300,0,-75.0,46,0.5178,0.9843,11.61,0.008373587313160772
Cylinder,100,100,26,20,46,300,0,75.0,40,0.5688,0.7376,12.78,0.008332474757881724
Rectangle,80,80,22,30,52,300,0,-75.0,46,0.5073,0.9843,11.53,0.008316624134159678
Cylinder,100,100,22,30,52,450,0,112.5,46,0.4361,1.2064,9.52,0.008236875683558149
Rectangle,80,100,26,20,46,300,0,75.0,40,0.4433,0.9843,11.14,0.008120893901387552
Cylinder,100,100,60,20,80,300,0,0,74,2.3673,0.4251,21.54,0.008079087677725118
Rectangle,80,80,22,20,42,300,0,75.0,36,0.4002,0.9843,8.93,0.007969419995486346
Cylinder,60,60,22,30,52,300,0,0,46,0.8584,0.8716,8.27,0.00795585733381942
Cylinder,100,100,60,30,90,300,0,75.0,84,1.1944,0.7376,23.7,0.007898894154818325
Cylinder,100,100,30,20,50,300,0,0,44,1.4076,0.4251,13.15,0.007890995260663506
Rectangle,100,80,30,30,60,300,-75.0,0,54,0.5911,0.9843,14.06,0.007859796603376037
Rectangle,100,80,36,30,66,300,0,0,60,1.4109,0.5896,15.38,0.007817647540896238
Rectangle,60,80,60,30,90,300,0,0,84,1.3677,0.8716,16.19,0.007790732305415565
Rectangle,80,60,60,30,90,300,0,0,84,1.3677,0.8716,16.19,0.007790732305415565
Rectangle,100,80,30,30,60,300,75.0,0,54,0.5911,0.9843,13.88,0.007760445241816509
Cylinder,100,100,44,30,74,300,0,0,68,2.1754,0.4251,19.1,0.007741449980786475
Rectangle,100,80,22,30,52,300,0,-75.0,46,0.5073,0.9843,11.53,0.00743861476291855
Rectangle,80,100,30,30,60,300,-75.0,0,54,0.5911,0.9843,13.11,0.0073299226750585525
Rectangle,80,100,26,30,56,300,0,-75.0,50,0.5495,0.9843,12.16,0.007285766514365428
Rectangle,80,100,30,30,60,300,75.0,0,54,0.5911,0.9843,12.95,0.007241610353672304
Rectangle,100,80,22,20,42,300,0,75.0,36,0.4002,0.9843,8.93,0.007128065940461416
Rectangle,80,100,36,30,66,300,0,0,60,1.4109,0.5896,13.72,0.006974666291300238
Cylinder,80,80,60,30,90,300,0,0,84,2.1274,0.5896,16.19,0.006746972090573987
Rectangle,80,80,60,30,90,300,0,0,84,1.8562,0.5896,16.19,0.006746972090573987
Cylinder,100,100,26,30,56,300,0,-75.0,50,0.711,0.7376,12.3,0.00659063981042654
Rectangle,80,80,30,30,60,300,0,0,54,1.2868,0.5896,10.35,0.006467219589257504
Rectangle,80,80,26,30,56,300,75.0,0,50,0.5495,0.9843,9.62,0.0064398908259986455
Rectangle,60,80,26,30,56,300,0,0,50,0.8852,0.8716,8.14,0.006290948473101244
Cylinder,100,100,30,30,60,300,-75.0,0,54,0.7679,0.7376,12.38,0.006190758293838863
Rectangle,80,80,26,30,56,300,-75.0,0,50,0.5495,0.9843,9.12,0.006109300947867298
Cylinder,100,100,30,30,60,300,75.0,0,54,0.7679,0.7376,12.18,0.006092022116903634
Rectangle,80,100,60,30,90,300,0,0,84,1.8562,0.5896,16.19,0.006034675294726921
Rectangle,100,80,60,30,90,300,0,0,84,1.8562,0.5896,16.19,0.006034675294726921
Rectangle,80,80,26,30,56,300,0,75.0,50,0.5495,0.9843,8.75,0.0058580526404874746
Rectangle,100,80,30,30,60,300,0,0,54,1.2868,0.5896,9.95,0.0055636762473336
Rectangle,60,60,22,30,52,300,0,0,46,0.8207,0.8716,5.67,0.005449477457771297
Rectangle,100,80,22,20,42,300,-75.0,0,36,0.4002,0.9843,6.79,0.005424899742298069
Cylinder,100,100,60,30,90,300,0,0,84,2.6872,0.4251,16.19,0.005397577672459189
Rectangle,100,80,22,20,42,300,75.0,0,36,0.4002,0.9843,6.67,0.00533027939795566
Cylinder,80,80,22,20,42,300,0,0,36,0.9117,0.5896,5.96,0.005324700970435568
Cylinder,100,100,36,30,66,300,0,0,60,1.9195,0.4251,11.57,0.005259945425822203
Rectangle,100,80,26,30,56,300,0,75.0,50,0.5495,0.9843,8.75,0.005239601567960851
Cylinder,100,100,30,30,60,300,0,75.0,54,0.7679,0.7376,9.58,0.00478870458135861
Rectangle,80,100,22,20,42,300,75.0,0,36,0.4002,0.9843,5.96,0.004762557331901211
Rectangle,80,60,22,30,52,300,0,0,46,0.8207,0.8716,5.67,0.004719385915780583
Rectangle,80,100,26,20,46,300,0,0,40,0.9789,0.5896,6.34,0.004621998124725894
Rectangle,80,100,22,20,42,300,-75.0,0,36,0.4002,0.9843,5.55,0.004431386126702783
Rectangle,100,80,26,30,56,300,-75.0,0,50,0.5495,0.9843,6.46,0.0038676065749959332
Rectangle,100,80,26,30,56,300,75.0,0,50,0.5495,0.9843,6.34,0.0037966413167391275
Cylinder,80,80,26,30,56,300,0,0,50,1.2663,0.5896,5.67,0.003795171800947867
Cylinder,100,100,26,20,46,300,0,0,40,1.2796,0.4251,5.67,0.0036961673191840097
Rectangle,80,100,26,30,56,300,75.0,0,50,0.5495,0.9843,5.92,0.003548262912840306
Cylinder,100,100,22,20,42,300,0,75.0,36,0.5119,0.7376,4.96,0.003540397201534643
Rectangle,80,80,22,20,42,300,0,0,36,0.8866,0.5896,3.93,0.003508660573234033
Rectangle,80,100,30,30,60,300,0,75.0,54,0.5911,0.9843,6.24,0.0034883366947567806
Cylinder,80,80,22,30,52,300,0,75.0,46,0.5178,0.9843,4.68,0.003375068355814801
Rectangle,80,100,26,30,56,300,-75.0,0,50,0.5495,0.9843,5.43,0.0032525743367702803
Cylinder,100,100,22,20,42,300,-75.0,0,36,0.5119,0.7376,4.54,0.0032441886707289553
Rectangle,100,80,22,20,42,300,0,0,36,0.8866,0.5896,3.93,0.003138241420689871
Cylinder,100,100,22,20,42,300,75.0,0,36,0.5119,0.7376,4.34,0.003103136989392914
Cylinder,80,80,22,30,52,300,-75.0,0,46,0.5178,0.9843,4.19,0.0030190484870579654
Cylinder,80,80,22,30,52,300,75.0,0,46,0.5178,0.9843,4.05,0.0029193629238060516
Rectangle,80,100,22,20,42,300,0,75.0,36,0.4002,0.9843,3.38,0.002696679813758633
Cylinder,100,100,26,30,56,300,0,75.0,50,0.711,0.7376,4.9,0.0026235612728503725
Rectangle,80,80,26,30,56,300,0,0,50,1.2013,0.5896,3.69,0.0024728122884224778
Cylinder,100,100,26,30,56,300,-75.0,0,50,0.711,0.7376,4.4,0.0023590893703452943
Rectangle,80,80,22,30,52,300,0,75.0,46,0.5073,0.9843,3.26,0.002349731133795115
Cylinder,100,100,26,30,56,300,75.0,0,50,0.711,0.7376,4.23,0.002263879485443466
Rectangle,100,80,26,30,56,300,0,0,50,1.2013,0.5896,3.69,0.0022117505490037905
Rectangle,100,80,22,30,52,300,0,75.0,46,0.5073,0.9843,3.26,0.002101663417605412
Rectangle,80,100,26,30,56,300,0,75.0,50,0.5495,0.9843,3.34,0.0019988547742333723
Rectangle,80,80,22,30,52,300,-75.0,0,46,0.5073,0.9843,2.53,0.001822821728034998
Rectangle,80,80,22,30,52,300,75.0,0,46,0.5073,0.9843,2.43,0.001751617754283631
Cylinder,100,100,22,30,52,450,0,0,46,0.9811,0.7376,1.95,0.0016918064163324827
Rectangle,80,100,22,30,52,300,-75.0,0,46,0.5073,0.9843,2.53,0.001630381317899956
Rectangle,80,100,22,30,52,300,75.0,0,46,0.5073,0.9843,2.43,0.001566694547669489
Rectangle,80,100,22,30,52,450,0,0,46,0.7609,0.9844,1.46,0.001413846299116368
Cylinder,100,100,30,30,60,300,0,0,54,1.7275,0.4251,2.09,0.001046603475513428
Rectangle,80,100,30,30,60,300,0,0,54,1.2868,0.5896,1.46,0.0008168889728227905
Cylinder,100,100,22,30,52,300,0,75.0,46,0.6541,0.7376,1.26,0.0007291286912139992
Rectangle,80,100,22,30,52,300,0,75.0,46,0.5073,0.9843,0.87,0.0005604435780281098
Rectangle,80,100,22,30,52,300,0,-75.0,46,0.5073,0.9843,0.81,0.0005222315158898296
Cylinder,100,100,22,30,52,300,0,-75.0,46,0.6541,0.7376,0.87,0.0005012759752096245
Cylinder,80,80,22,30,52,300,0,0,46,1.165,0.5896,0.0,0.0
Cylinder,100,100,22,20,42,300,0,0,36,1.1517,0.4251,0.0,0.0
Cylinder,100,100,22,30,52,300,0,0,46,1.4716,0.4251,0.0,0.0
Cylinder,100,100,22,30,52,300,-75.0,0,46,0.6541,0.7376,0.0,0.0
Cylinder,100,100,22,30,52,300,75.0,0,46,0.6541,0.7376,0.0,0.0
Cylinder,100,100,26,30,56,300,0,0,50,1.5995,0.4251,0.0,0.0
Rectangle,60,80,22,30,52,300,0,0,46,0.8207,0.8716,0.0,0.0
Rectangle,80,80,22,30,52,300,0,0,46,1.1138,0.5896,0.0,0.0
Rectangle,80,100,22,20,42,300,0,0,36,0.8866,0.5896,0.0,0.0
Rectangle,80,100,22,30,52,300,0,0,46,1.1138,0.5896,0.0,0.0
Rectangle,80,100,26,30,56,300,0,0,50,1.2013,0.5896,0.0,0.0
Rectangle,100,80,22,30,52,300,0,0,46,1.1138,0.5896,0.0,0.0
Rectangle,100,80,22,30,52,300,-75.0,0,46,0.5073,0.9843,0.0,0.0
Rectangle,100,80,22,30,52,300,75.0,0,46,0.5073,0.9843,0.0,0.0
